student_id,full_name,attendance_percentage
16432,"Pooja Agarwal",100.00
16470,"Kavya Thakur",100.00
16477,"Aditi Das",100.00
16478,"Krishna Pandey",100.00
16490,"Kavya Patel",100.00
16495,"Ishaan Iyer",100.00
16497,"Pooja Sinha",100.00
16505,"Krishna Sharma",100.00
16514,"Dev Reddy",100.00
16515,"Dev Verma",100.00
16525,"Rahul Dubey",100.00
16539,"Om Sinha",100.00
16562,"Ritika Pandey",100.00
16568,"Ritesh Dubey",100.00
16570,"Sneha Thakur",100.00
16585,"Om Joshi",100.00
16586,"Aman Sinha",100.00
16588,"Rohan Pandey",100.00
16590,"Yash Nair",100.00
16625,"Neha Verma",100.00
16648,"Aditi Nair",100.00
16660,"Nikhil Nair",100.00
16673,"Rohan Choudhary",100.00
16675,"Mohit Pandey",100.00
16686,"Kunal Iyer",100.00
16688,"Krishna Agarwal",100.00
16695,"Aarav Gupta",100.00
16697,"Mohit Choudhary",100.00
16704,"Ananya Pandey",100.00
16711,"Manav Rao",100.00
16720,"Ritesh Choudhary",100.00
16726,"Aditi Verma",100.00
16730,"Priya Joshi",100.00
16740,"Diya Gupta",100.00
16750,"Diya Iyer",100.00
16768,"Nikhil Sinha",100.00
16770,"Meera Choudhary",100.00
16778,"Vivaan Sharma",100.00
16792,"Ishaan Patel",100.00
16796,"Aarav Sharma",100.00
16813,"Mohit Gupta",100.00
16818,"Rohan Ghosh",100.00
16820,"Varun Gupta",100.00
16829,"Harsh Ghosh",100.00
16832,"Mohit Kapoor",100.00
16833,"Diya Dubey",100.00
16840,"Tanmay Mehta",100.00
16842,"Aditi Khanna",100.00
16843,"Arjun Mehta",100.00
16866,"Priya Jain",100.00
16869,"Ishaan Iyer",100.00
16923,"Priya Agarwal",100.00
16924,"Aman Ghosh",100.00
16950,"Sneha Pandey",100.00
16955,"Sneha Bansal",100.00
16976,"Siddharth Jain",100.00
16979,"Dev Verma",100.00
16981,"Krishna Reddy",100.00
16983,"Ananya Gupta",100.00
16986,"Siddharth Choudhary",100.00
17007,"Manav Ghosh",100.00
17017,"Kunal Verma",100.00
17035,"Sneha Rao",100.00
17068,"Sneha Pandey",100.00
17075,"Diya Agarwal",100.00
17085,"Om Iyer",100.00
17086,"Dev Reddy",100.00
17100,"Pooja Ghosh",100.00
17101,"Mohit Sinha",100.00
17104,"Vivaan Choudhary",100.00
17118,"Vivaan Thakur",100.00
17120,"Varun Mehta",100.00
17131,"Diya Mehta",100.00
17132,"Aarav Reddy",100.00
17140,"Aman Menon",100.00
17149,"Nikhil Menon",100.00
17153,"Neha Jain",100.00
17176,"Harsh Jain",100.00
17185,"Manav Jain",100.00
17210,"Aditya Sinha",100.00
17215,"Priya Sharma",100.00
17226,"Sai Rao",100.00
17240,"Aarav Rao",100.00
17260,"Rohan Khanna",100.00
17273,"Nikhil Khanna",100.00
17280,"Priya Jain",100.00
17296,"Aditi Bansal",100.00
17297,"Aman Rao",100.00
17302,"Arjun Ghosh",100.00
17308,"Manav Dubey",100.00
17311,"Kunal Dubey",100.00
17343,"Dev Rao",100.00
17344,"Om Kapoor",100.00
17351,"Ananya Nair",100.00
17361,"Krishna Verma",100.00
17369,"Priya Das",100.00
17388,"Kavya Sinha",100.00
17392,"Dev Gupta",100.00
17396,"Aman Das",100.00
17398,"Manav Dubey",100.00
17421,"Meera Agarwal",100.00
17435,"Ritesh Das",100.00
17442,"Rohan Sharma",100.00
17493,"Aditya Reddy",100.00
17520,"Ritesh Bansal",100.00
17556,"Aman Verma",100.00
17586,"Nikhil Dubey",100.00
17595,"Krishna Choudhary",100.00
17599,"Kunal Dubey",100.00
17613,"Krishna Verma",100.00
17615,"Rohan Rao",100.00
17624,"Vivaan Agarwal",100.00
17646,"Om Kapoor",100.00
17653,"Siddharth Nair",100.00
17671,"Rohan Pandey",100.00
17678,"Nikhil Thakur",100.00
17687,"Ritika Thakur",100.00
17695,"Deepak Ghosh",100.00
17737,"Aman Rao",100.00
17746,"Meera Jain",100.00
17768,"Ishaan Choudhary",100.00
17779,"Sneha Patel",100.00
17783,"Rahul Rao",100.00
17802,"Priya Kapoor",100.00
17803,"Arjun Das",100.00
17815,"Nikhil Patel",100.00
17823,"Rahul Thakur",100.00
17847,"Om Nair",100.00
17853,"Deepak Thakur",100.00
17857,"Aarav Reddy",100.00
17860,"Priya Sharma",100.00
17864,"Mohit Dubey",100.00
17871,"Ananya Choudhary",100.00
17884,"Yash Gupta",100.00
17891,"Meera Nair",100.00
17903,"Nikhil Sharma",100.00
17910,"Manav Iyer",100.00
17937,"Deepak Ghosh",100.00
17961,"Aditi Mehta",100.00
17980,"Sai Sinha",100.00
17986,"Deepak Sharma",100.00
17991,"Neha Menon",100.00
17998,"Manav Verma",100.00
18000,"Ishaan Das",100.00
18007,"Aarav Jain",100.00
18037,"Deepak Verma",100.00
18040,"Kunal Verma",100.00
18067,"Krishna Sinha",100.00
18078,"Ritesh Iyer",100.00
18097,"Ritesh Mehta",100.00
18098,"Diya Jain",100.00
18101,"Arjun Ghosh",100.00
18103,"Manav Thakur",100.00
18104,"Deepak Ghosh",100.00
18105,"Ritika Bansal",100.00
18129,"Ritesh Choudhary",100.00
18131,"Ritesh Sinha",100.00
18133,"Om Gupta",100.00
18142,"Neha Iyer",100.00
18144,"Aditya Gupta",100.00
18149,"Priya Khanna",100.00
18152,"Rahul Sinha",100.00
18156,"Ritesh Bansal",100.00
18174,"Om Joshi",100.00
18194,"Vivaan Mehta",100.00
18202,"Sneha Das",100.00
18211,"Rohan Joshi",100.00
18219,"Nikhil Patel",100.00
18237,"Kunal Choudhary",100.00
18244,"Siddharth Iyer",100.00
18250,"Deepak Patel",100.00
18251,"Deepak Iyer",100.00
18253,"Aditya Mehta",100.00
18255,"Mohit Agarwal",100.00
18264,"Aarav Ghosh",100.00
18268,"Aditya Agarwal",100.00
18272,"Dev Khanna",100.00
18273,"Neha Joshi",100.00
18275,"Ananya Patel",100.00
18276,"Arjun Verma",100.00
18278,"Ritika Khanna",100.00
18281,"Aman Agarwal",100.00
18284,"Vivaan Iyer",100.00
18285,"Om Ghosh",100.00
18288,"Arjun Dubey",100.00
18302,"Sneha Rao",100.00
18308,"Pooja Sinha",100.00
18309,"Rahul Menon",100.00
18313,"Tanmay Gupta",100.00
18319,"Ishaan Ghosh",100.00
18320,"Om Iyer",100.00
18332,"Tanmay Patel",100.00
18334,"Kavya Jain",100.00
18335,"Pooja Sharma",100.00
18353,"Vivaan Thakur",100.00
18359,"Diya Rao",100.00
18365,"Ishaan Sinha",100.00
18403,"Priya Kapoor",100.00
18432,"Aarav Ghosh",100.00
18433,"Harsh Patel",100.00
18456,"Dev Joshi",100.00
18469,"Meera Thakur",100.00
18476,"Yash Pandey",100.00
18488,"Rahul Khanna",100.00
18499,"Diya Das",100.00
18509,"Mohit Sharma",100.00
18510,"Aditya Mehta",100.00
18514,"Kavya Sharma",100.00
18518,"Rahul Menon",100.00
18526,"Kunal Menon",100.00
18533,"Priya Thakur",100.00
18554,"Siddharth Mehta",100.00
18557,"Tanmay Pandey",100.00
18565,"Dev Kapoor",100.00
18596,"Harsh Pandey",100.00
18601,"Sai Patel",100.00
18613,"Manav Agarwal",100.00
18636,"Kavya Kapoor",100.00
18647,"Aditya Mehta",100.00
18648,"Kavya Thakur",100.00
18652,"Tanmay Pandey",100.00
18658,"Sai Menon",100.00
18663,"Arjun Patel",100.00
18697,"Tanmay Joshi",100.00
18698,"Varun Kapoor",100.00
18702,"Ritesh Nair",100.00
18705,"Sai Bansal",100.00
18713,"Sneha Choudhary",100.00
18717,"Neha Sinha",100.00
18718,"Deepak Das",100.00
18737,"Priya Sinha",100.00
18738,"Om Joshi",100.00
18750,"Diya Dubey",100.00
18753,"Aarav Khanna",100.00
18757,"Meera Menon",100.00
18759,"Aditi Agarwal",100.00
18770,"Om Nair",100.00
18771,"Tanmay Agarwal",100.00
18774,"Deepak Sharma",100.00
18782,"Diya Patel",100.00
18783,"Neha Sinha",100.00
18792,"Nikhil Agarwal",100.00
18801,"Ananya Khanna",100.00
18802,"Kavya Sinha",100.00
18815,"Nikhil Sinha",100.00
18820,"Arjun Das",100.00
18826,"Sneha Verma",100.00
18829,"Aditya Mehta",100.00
18830,"Tanmay Dubey",100.00
18833,"Yash Jain",100.00
18841,"Neha Bansal",100.00
18855,"Kunal Jain",100.00
18879,"Manav Nair",100.00
18886,"Deepak Pandey",100.00
18887,"Aditi Gupta",100.00
18888,"Pooja Reddy",100.00
18890,"Harsh Bansal",100.00
18907,"Aditi Pandey",100.00
18918,"Nikhil Khanna",100.00
18931,"Diya Menon",100.00
18939,"Kavya Ghosh",100.00
18989,"Manav Iyer",100.00
19001,"Sai Thakur",100.00
19017,"Harsh Choudhary",100.00
19025,"Rahul Verma",100.00
19036,"Aarav Bansal",100.00
19037,"Diya Pandey",100.00
19041,"Yash Khanna",100.00
19042,"Varun Jain",100.00
19049,"Nikhil Agarwal",100.00
19050,"Rohan Dubey",100.00
19053,"Neha Agarwal",100.00
19071,"Neha Patel",100.00
19082,"Yash Iyer",100.00
19088,"Nikhil Agarwal",100.00
19112,"Aditya Kapoor",100.00
19126,"Aditi Gupta",100.00
19134,"Aarav Joshi",100.00
19141,"Diya Patel",100.00
19147,"Aman Sinha",100.00
19154,"Siddharth Rao",100.00
19165,"Aditi Pandey",100.00
19173,"Priya Ghosh",100.00
19184,"Kunal Jain",100.00
19188,"Pooja Pandey",100.00
19201,"Ishaan Thakur",100.00
19203,"Meera Das",100.00
19207,"Kavya Jain",100.00
19224,"Ritesh Mehta",100.00
19247,"Aarav Verma",100.00
19254,"Arjun Nair",100.00
19255,"Om Choudhary",100.00
19257,"Meera Agarwal",100.00
19264,"Manav Agarwal",100.00
19269,"Kunal Sinha",100.00
19274,"Tanmay Verma",100.00
19279,"Arjun Mehta",100.00
19299,"Sneha Ghosh",100.00
19301,"Kavya Pandey",100.00
19308,"Rohan Das",100.00
19310,"Varun Joshi",100.00
19326,"Rohan Patel",100.00
19327,"Aditya Ghosh",100.00
19328,"Aditya Jain",100.00
19335,"Kavya Thakur",100.00
19346,"Sai Gupta",100.00
19384,"Ishaan Dubey",100.00
19385,"Kunal Iyer",100.00
19388,"Aditi Bansal",100.00
19403,"Aditya Jain",100.00
19410,"Varun Das",100.00
19434,"Kunal Joshi",100.00
19438,"Priya Sharma",100.00
19442,"Rahul Khanna",100.00
19448,"Dev Bansal",100.00
19449,"Pooja Agarwal",100.00
19464,"Kavya Sharma",100.00
19465,"Tanmay Ghosh",100.00
19476,"Pooja Pandey",100.00
19483,"Krishna Rao",100.00
19484,"Kavya Menon",100.00
19491,"Rohan Das",100.00
19494,"Kavya Jain",100.00
19495,"Manav Agarwal",100.00
19505,"Pooja Rao",100.00
19506,"Ritika Pandey",100.00
19521,"Harsh Jain",100.00
19544,"Kavya Iyer",100.00
19551,"Arjun Ghosh",100.00
19553,"Ritesh Das",100.00
19560,"Diya Kapoor",100.00
19574,"Aman Mehta",100.00
19579,"Tanmay Ghosh",100.00
19583,"Siddharth Ghosh",100.00
19588,"Diya Thakur",100.00
19590,"Sneha Sharma",100.00
19597,"Deepak Khanna",100.00
19608,"Neha Rao",100.00
19613,"Krishna Joshi",100.00
19641,"Mohit Joshi",100.00
19654,"Meera Jain",100.00
19656,"Deepak Sinha",100.00
19668,"Pooja Dubey",100.00
19671,"Rohan Verma",100.00
19674,"Aarav Kapoor",100.00
19675,"Ritesh Joshi",100.00
19683,"Rohan Nair",100.00
19719,"Meera Menon",100.00
19720,"Meera Jain",100.00
19725,"Nikhil Jain",100.00
19774,"Sai Iyer",100.00
19787,"Neha Bansal",100.00
19791,"Krishna Verma",100.00
19796,"Aditi Rao",100.00
19802,"Deepak Sinha",100.00
19808,"Rahul Patel",100.00
19810,"Aditi Kapoor",100.00
19835,"Arjun Thakur",100.00
19837,"Neha Iyer",100.00
19851,"Dev Gupta",100.00
19867,"Ishaan Sharma",100.00
19869,"Nikhil Ghosh",100.00
19873,"Pooja Joshi",100.00
19874,"Aditya Dubey",100.00
19884,"Harsh Das",100.00
19892,"Aditi Reddy",100.00
19904,"Aditi Iyer",100.00
19906,"Dev Gupta",100.00
19909,"Harsh Mehta",100.00
19912,"Neha Verma",100.00
19920,"Kavya Reddy",100.00
19922,"Rohan Rao",100.00
19928,"Rahul Agarwal",100.00
19931,"Vivaan Patel",100.00
19946,"Rohan Iyer",100.00
19950,"Kavya Choudhary",100.00
19951,"Pooja Joshi",100.00
19961,"Kavya Thakur",100.00
19990,"Vivaan Menon",100.00
20005,"Deepak Ghosh",100.00
20019,"Mohit Reddy",100.00
20029,"Nikhil Gupta",100.00
20030,"Deepak Mehta",100.00
20032,"Dev Sharma",100.00
20033,"Rohan Choudhary",100.00
20035,"Kavya Patel",100.00
20037,"Neha Patel",100.00
20042,"Pooja Reddy",100.00
20059,"Meera Choudhary",100.00
20060,"Meera Kapoor",100.00
20068,"Harsh Joshi",100.00
20070,"Neha Mehta",100.00
20081,"Ritika Bansal",100.00
20085,"Ritika Choudhary",100.00
20092,"Krishna Sinha",100.00
20101,"Yash Reddy",100.00
20103,"Yash Gupta",100.00
20108,"Varun Sharma",100.00
20126,"Kavya Nair",100.00
20130,"Nikhil Reddy",100.00
20138,"Varun Menon",100.00
20149,"Ananya Mehta",100.00
20153,"Varun Joshi",100.00
20159,"Nikhil Sharma",100.00
20171,"Mohit Agarwal",100.00
20172,"Ritesh Khanna",100.00
20189,"Aditi Agarwal",100.00
20190,"Aditya Agarwal",100.00
20193,"Arjun Pandey",100.00
20211,"Kunal Khanna",100.00
20213,"Om Ghosh",100.00
20216,"Diya Bansal",100.00
20229,"Varun Kapoor",100.00
20242,"Om Verma",100.00
20254,"Yash Nair",100.00
20281,"Tanmay Pandey",100.00
20318,"Priya Mehta",100.00
20333,"Ananya Sinha",100.00
20347,"Meera Khanna",100.00
20359,"Pooja Joshi",100.00
20365,"Siddharth Das",100.00
20371,"Arjun Dubey",100.00
20380,"Ritika Agarwal",100.00
20398,"Aditya Kapoor",100.00
20405,"Aarav Kapoor",100.00
20427,"Sai Iyer",100.00
20431,"Arjun Joshi",100.00
20435,"Kavya Joshi",100.00
20448,"Pooja Joshi",100.00
20462,"Kavya Menon",100.00
20468,"Om Sinha",100.00
20483,"Vivaan Sharma",100.00
20486,"Aditya Nair",100.00
20495,"Arjun Mehta",100.00
20496,"Kunal Bansal",100.00
20501,"Ritika Jain",100.00
20502,"Arjun Sinha",100.00
20512,"Ishaan Gupta",100.00
20523,"Aditi Sinha",100.00
20537,"Meera Joshi",100.00
20543,"Diya Iyer",100.00
20545,"Varun Dubey",100.00
20574,"Sai Thakur",100.00
20582,"Arjun Choudhary",100.00
20586,"Ritika Iyer",100.00
20589,"Diya Khanna",100.00
20611,"Pooja Das",100.00
20614,"Aditi Menon",100.00
20625,"Aditya Sharma",100.00
20639,"Ananya Dubey",100.00
20644,"Neha Sharma",100.00
20646,"Ritika Kapoor",100.00
20650,"Harsh Das",100.00
20693,"Ritesh Verma",100.00
20695,"Rahul Verma",100.00
20696,"Om Choudhary",100.00
20699,"Siddharth Menon",100.00
20713,"Krishna Iyer",100.00
20714,"Nikhil Verma",100.00
20717,"Harsh Sinha",100.00
20720,"Sneha Gupta",100.00
20721,"Pooja Agarwal",100.00
20728,"Kavya Bansal",100.00
20742,"Varun Das",100.00
20746,"Sneha Kapoor",100.00
20751,"Kavya Pandey",100.00
20799,"Meera Verma",100.00
20811,"Yash Joshi",100.00
20814,"Kavya Ghosh",100.00
20820,"Varun Gupta",100.00
20827,"Mohit Sharma",100.00
20834,"Priya Pandey",100.00
20840,"Krishna Iyer",100.00
20842,"Yash Menon",100.00
20851,"Mohit Agarwal",100.00
20865,"Sneha Pandey",100.00
20886,"Aarav Agarwal",100.00
20894,"Ritika Dubey",100.00
20904,"Om Kapoor",100.00
20919,"Om Menon",100.00
20943,"Sai Das",100.00
20974,"Diya Bansal",100.00
20978,"Neha Gupta",100.00
20984,"Siddharth Thakur",100.00
20986,"Yash Reddy",100.00
20997,"Krishna Sharma",100.00
21013,"Rahul Iyer",100.00
21038,"Ritesh Verma",100.00
21071,"Neha Verma",100.00
21078,"Kunal Menon",100.00
21101,"Kavya Joshi",100.00
21103,"Om Khanna",100.00
21105,"Priya Kapoor",100.00
21128,"Vivaan Mehta",100.00
21141,"Deepak Joshi",100.00
21156,"Sai Bansal",100.00
21161,"Deepak Nair",100.00
21172,"Arjun Das",100.00
21187,"Varun Patel",100.00
21188,"Aditi Nair",100.00
21190,"Mohit Das",100.00
21197,"Nikhil Rao",100.00
21202,"Kunal Jain",100.00
21212,"Arjun Choudhary",100.00
21213,"Siddharth Patel",100.00
21216,"Rahul Verma",100.00
21225,"Mohit Jain",100.00
21228,"Sai Choudhary",100.00
21242,"Rohan Dubey",100.00
21243,"Vivaan Ghosh",100.00
21275,"Rohan Joshi",100.00
21290,"Ishaan Bansal",100.00
21319,"Aditya Mehta",100.00
21321,"Krishna Ghosh",100.00
21323,"Ishaan Bansal",100.00
21348,"Sneha Jain",100.00
21350,"Nikhil Kapoor",100.00
21351,"Rohan Jain",100.00
21366,"Ishaan Rao",100.00
21371,"Neha Patel",100.00
21385,"Sneha Joshi",100.00
21387,"Meera Khanna",100.00
21390,"Arjun Rao",100.00
21391,"Deepak Patel",100.00
21393,"Aditya Choudhary",100.00
21399,"Kavya Verma",100.00
21408,"Sai Iyer",100.00
21414,"Varun Kapoor",100.00
21426,"Krishna Nair",100.00
21440,"Ishaan Jain",100.00
21445,"Pooja Dubey",100.00
21448,"Harsh Khanna",100.00
21451,"Siddharth Mehta",100.00
21454,"Rahul Patel",100.00
21463,"Aditi Thakur",100.00
21466,"Nikhil Choudhary",100.00
21482,"Nikhil Patel",100.00
21484,"Kavya Kapoor",100.00
21488,"Rohan Rao",100.00
21492,"Meera Nair",100.00
21509,"Kavya Thakur",100.00
21510,"Om Sharma",100.00
21523,"Priya Agarwal",100.00
21529,"Ritika Choudhary",100.00
21535,"Om Iyer",100.00
21543,"Diya Dubey",100.00
21567,"Harsh Joshi",100.00
21569,"Kavya Thakur",100.00
21598,"Varun Patel",100.00
21610,"Priya Thakur",100.00
21613,"Rahul Bansal",100.00
21615,"Pooja Thakur",100.00
21640,"Neha Iyer",100.00
21649,"Om Ghosh",100.00
21658,"Diya Thakur",100.00
21706,"Ananya Das",100.00
21711,"Priya Jain",100.00
21728,"Pooja Khanna",100.00
21730,"Harsh Jain",100.00
21732,"Ananya Kapoor",100.00
21755,"Mohit Agarwal",100.00
21770,"Aarav Khanna",100.00
21781,"Priya Choudhary",100.00
21795,"Neha Sinha",100.00
21800,"Sai Sinha",100.00
21810,"Aman Menon",100.00
21814,"Siddharth Sinha",100.00
21817,"Vivaan Patel",100.00
21821,"Harsh Agarwal",100.00
21835,"Arjun Bansal",100.00
21839,"Aarav Gupta",100.00
21855,"Om Menon",100.00
21858,"Mohit Agarwal",100.00
21859,"Diya Ghosh",100.00
21871,"Ishaan Dubey",100.00
21880,"Rahul Rao",100.00
21882,"Mohit Pandey",100.00
21897,"Mohit Bansal",100.00
21900,"Nikhil Verma",100.00
21918,"Sneha Reddy",100.00
21923,"Kunal Jain",100.00
21929,"Priya Sinha",100.00
21951,"Aditya Reddy",100.00
21954,"Kavya Pandey",100.00
21955,"Rohan Gupta",100.00
21959,"Dev Joshi",100.00
21964,"Sai Ghosh",100.00
21976,"Sneha Bansal",100.00
21980,"Aditi Das",100.00
21987,"Varun Bansal",100.00
21991,"Ananya Thakur",100.00
22001,"Ritesh Agarwal",100.00
22003,"Rahul Khanna",100.00
22014,"Mohit Jain",100.00
22024,"Tanmay Sharma",100.00
22026,"Om Agarwal",100.00
22029,"Ritika Jain",100.00
22030,"Tanmay Joshi",100.00
22035,"Tanmay Gupta",100.00
22047,"Rohan Thakur",100.00
22050,"Aditya Kapoor",100.00
22071,"Aditi Dubey",100.00
22080,"Rahul Dubey",100.00
22087,"Nikhil Sinha",100.00
22093,"Dev Kapoor",100.00
22108,"Aarav Menon",100.00
22118,"Vivaan Mehta",100.00
22121,"Ritesh Patel",100.00
22136,"Dev Thakur",100.00
22144,"Priya Reddy",100.00
22147,"Siddharth Reddy",100.00
22159,"Varun Mehta",100.00
22163,"Arjun Nair",100.00
22166,"Varun Gupta",100.00
22178,"Aarav Dubey",100.00
22182,"Harsh Choudhary",100.00
22184,"Siddharth Das",100.00
22194,"Nikhil Reddy",100.00
22208,"Ritika Gupta",100.00
22222,"Ananya Bansal",100.00
22226,"Dev Thakur",100.00
22228,"Aarav Ghosh",100.00
22230,"Ananya Mehta",100.00
22244,"Yash Sharma",100.00
22258,"Nikhil Verma",100.00
22260,"Mohit Das",100.00
22270,"Krishna Gupta",100.00
22286,"Tanmay Sinha",100.00
22305,"Om Rao",100.00
22329,"Meera Dubey",100.00
22332,"Tanmay Menon",100.00
22337,"Neha Verma",100.00
22355,"Meera Patel",100.00
22356,"Pooja Gupta",100.00
22364,"Deepak Agarwal",100.00
22365,"Ishaan Pandey",100.00
22371,"Siddharth Pandey",100.00
22372,"Mohit Khanna",100.00
22378,"Varun Sharma",100.00
22382,"Sneha Menon",100.00
22385,"Diya Reddy",100.00
22389,"Ishaan Joshi",100.00
22391,"Rahul Ghosh",100.00
22403,"Mohit Nair",100.00
22412,"Ritika Menon",100.00
22432,"Sai Gupta",100.00
22441,"Aditi Sharma",100.00
22448,"Tanmay Gupta",100.00
22464,"Neha Kapoor",100.00
22473,"Varun Reddy",100.00
22476,"Sai Sinha",100.00
22478,"Yash Kapoor",100.00
22484,"Diya Agarwal",100.00
22494,"Vivaan Bansal",100.00
22531,"Aditya Verma",100.00
22541,"Tanmay Kapoor",100.00
22555,"Pooja Agarwal",100.00
22561,"Manav Menon",100.00
22565,"Dev Ghosh",100.00
22582,"Vivaan Bansal",100.00
22589,"Tanmay Choudhary",100.00
22596,"Sai Bansal",100.00
22613,"Kavya Kapoor",100.00
22624,"Sneha Choudhary",100.00
22630,"Krishna Sinha",100.00
22638,"Siddharth Nair",100.00
22643,"Rohan Nair",100.00
22662,"Tanmay Choudhary",100.00
22663,"Rahul Mehta",100.00
22672,"Diya Mehta",100.00
22673,"Neha Nair",100.00
22687,"Om Kapoor",100.00
22699,"Om Gupta",100.00
22713,"Deepak Choudhary",100.00
22723,"Meera Rao",100.00
22725,"Diya Jain",100.00
22727,"Krishna Pandey",100.00
22729,"Diya Nair",100.00
22731,"Pooja Patel",100.00
22753,"Siddharth Dubey",100.00
22783,"Aditya Patel",100.00
22786,"Rahul Choudhary",100.00
22804,"Arjun Nair",100.00
22808,"Rohan Pandey",100.00
22821,"Meera Ghosh",100.00
22830,"Meera Thakur",100.00
22835,"Aditi Dubey",100.00
22844,"Aman Verma",100.00
22853,"Deepak Mehta",100.00
22905,"Ananya Choudhary",100.00
22907,"Ritika Iyer",100.00
22911,"Mohit Jain",100.00
22914,"Manav Jain",100.00
22946,"Deepak Bansal",100.00
22949,"Kavya Sharma",100.00
22950,"Kavya Ghosh",100.00
22963,"Nikhil Iyer",100.00
22974,"Om Ghosh",100.00
22979,"Vivaan Rao",100.00
22996,"Nikhil Ghosh",100.00
23001,"Yash Gupta",100.00
23003,"Dev Kapoor",100.00
23011,"Aditi Dubey",100.00
23012,"Siddharth Joshi",100.00
23022,"Ritika Patel",100.00
23023,"Harsh Bansal",100.00
23054,"Arjun Mehta",100.00
23067,"Om Joshi",100.00
23070,"Aarav Menon",100.00
23072,"Krishna Choudhary",100.00
23078,"Aditi Menon",100.00
23080,"Pooja Menon",100.00
23088,"Nikhil Agarwal",100.00
23110,"Neha Jain",100.00
23112,"Deepak Sharma",100.00
23115,"Yash Reddy",100.00
23124,"Ritesh Sharma",100.00
23125,"Rahul Iyer",100.00
23132,"Mohit Sharma",100.00
23137,"Pooja Rao",100.00
23142,"Neha Dubey",100.00
23147,"Ritesh Verma",100.00
23152,"Siddharth Menon",100.00
23157,"Krishna Pandey",100.00
23161,"Ritika Iyer",100.00
23203,"Diya Patel",100.00
23214,"Aman Jain",100.00
23216,"Kavya Agarwal",100.00
23218,"Tanmay Rao",100.00
23219,"Tanmay Joshi",100.00
23226,"Vivaan Iyer",100.00
23234,"Om Iyer",100.00
23244,"Sai Nair",100.00
23255,"Nikhil Verma",100.00
23257,"Dev Khanna",100.00
23275,"Pooja Sharma",100.00
23282,"Ishaan Agarwal",100.00
23284,"Aarav Iyer",100.00
23289,"Vivaan Choudhary",100.00
23301,"Pooja Das",100.00
23310,"Aditya Dubey",100.00
23326,"Om Kapoor",100.00
23330,"Ritesh Kapoor",100.00
23336,"Sai Agarwal",100.00
23366,"Arjun Das",100.00
23367,"Priya Agarwal",100.00
23390,"Sai Sharma",100.00
23405,"Ritesh Agarwal",100.00
23417,"Ishaan Dubey",100.00
23421,"Priya Patel",100.00
23424,"Aman Mehta",100.00
23426,"Sneha Dubey",100.00
23427,"Meera Das",100.00
23428,"Manav Joshi",100.00
23454,"Meera Jain",100.00
23467,"Siddharth Iyer",100.00
23483,"Krishna Choudhary",100.00
23489,"Ishaan Menon",100.00
23498,"Siddharth Pandey",100.00
23506,"Diya Kapoor",100.00
23513,"Aman Sharma",100.00
23521,"Ritesh Choudhary",100.00
23523,"Harsh Menon",100.00
23524,"Ritesh Rao",100.00
23545,"Vivaan Khanna",100.00
23556,"Arjun Kapoor",100.00
23559,"Meera Jain",100.00
23562,"Ananya Rao",100.00
23581,"Aarav Mehta",100.00
23590,"Ishaan Jain",100.00
23596,"Deepak Menon",100.00
23603,"Tanmay Kapoor",100.00
23605,"Priya Reddy",100.00
23613,"Ritesh Menon",100.00
23620,"Harsh Menon",100.00
23631,"Deepak Reddy",100.00
23637,"Sai Reddy",100.00
23643,"Om Agarwal",100.00
23652,"Varun Bansal",100.00
23655,"Rahul Nair",100.00
23656,"Pooja Khanna",100.00
23678,"Ananya Iyer",100.00
23680,"Rahul Mehta",100.00
23681,"Ritesh Rao",100.00
23708,"Deepak Reddy",100.00
23744,"Tanmay Kapoor",100.00
23745,"Varun Patel",100.00
23750,"Siddharth Ghosh",100.00
23753,"Aditya Sinha",100.00
23784,"Deepak Das",100.00
23801,"Siddharth Nair",100.00
23804,"Varun Menon",100.00
23822,"Pooja Iyer",100.00
23824,"Ishaan Dubey",100.00
23833,"Ananya Bansal",100.00
23860,"Aditi Kapoor",100.00
23868,"Dev Pandey",100.00
23874,"Kunal Jain",100.00
23877,"Vivaan Menon",100.00
23882,"Rohan Pandey",100.00
23889,"Ritika Sharma",100.00
23898,"Kavya Choudhary",100.00
23899,"Om Thakur",100.00
23903,"Tanmay Sinha",100.00
23910,"Vivaan Ghosh",100.00
23917,"Kunal Sinha",100.00
23959,"Manav Thakur",100.00
23963,"Ananya Jain",100.00
23966,"Kunal Menon",100.00
23975,"Rahul Sharma",100.00
23979,"Siddharth Joshi",100.00
23984,"Arjun Iyer",100.00
23994,"Aarav Rao",100.00
23995,"Kavya Das",100.00
24004,"Meera Verma",100.00
24009,"Ishaan Reddy",100.00
24015,"Yash Rao",100.00
24029,"Aman Verma",100.00
24041,"Sai Joshi",100.00
24047,"Meera Mehta",100.00
24053,"Ananya Gupta",100.00
24057,"Mohit Rao",100.00
24075,"Priya Mehta",100.00
24083,"Ishaan Bansal",100.00
24089,"Ritesh Nair",100.00
24109,"Vivaan Mehta",100.00
24137,"Tanmay Bansal",100.00
24140,"Aarav Mehta",100.00
24150,"Rohan Joshi",100.00
24153,"Aman Thakur",100.00
24165,"Ritesh Sharma",100.00
24174,"Om Khanna",100.00
24191,"Mohit Thakur",100.00
24198,"Aman Menon",100.00
24205,"Ishaan Choudhary",100.00
24216,"Krishna Verma",100.00
24218,"Deepak Khanna",100.00
