full_name,course_name,present_days,total_days
"Mohit Khanna","Production Planning",2,2
"Diya Agarwal","Production Planning",1,1
"Dev Reddy","Production Planning",1,1
"Ritika Patel","Production Planning",1,1
"Rahul Menon","Production Planning",1,1
"Harsh Joshi","Production Planning",1,1
"Rahul Reddy","Production Planning",1,2
"Manav Thakur","Production Planning",1,2
"Siddharth Mehta","Production Planning",1,1
"Siddharth Iyer","Production Planning",0,1
"Rohan Reddy","Production Planning",1,1
"Sneha Iyer","Production Planning",1,1
"Tanmay Menon","Production Planning",2,2
"Om Nair","Production Planning",1,1
"Priya Sharma","Production Planning",1,1
"Pooja Jain","Production Planning",0,1
"Neha Das","Production Planning",1,1
"Meera Nair","Production Planning",2,2
"Ritika Verma","Production Planning",1,1
"Nikhil Choudhary","Production Planning",0,1
"Kavya Agarwal","Production Planning",1,1
"Rahul Agarwal","Production Planning",1,1
"Ishaan Agarwal","Production Planning",1,1
"Pooja Sharma","Production Planning",1,1
"Mohit Das","Production Planning",1,1
"Arjun Sinha","Production Planning",1,1
"Tanmay Agarwal","Production Planning",2,2
"Pooja Khanna","Production Planning",1,1
"Manav Nair","Production Planning",1,1
"Meera Iyer","Production Planning",0,1
"Vivaan Khanna","Production Planning",0,1
"Aditya Iyer","Production Planning",1,1
"Varun Iyer","Production Planning",1,1
"Kunal Reddy","Production Planning",1,1
"Kavya Ghosh","Production Planning",1,1
"Aditi Patel","Production Planning",0,1
"Om Gupta","Production Planning",1,1
"Manav Sharma","Production Planning",0,1
"Dev Patel","Production Planning",0,1
"Kunal Patel","Production Planning",1,1
"Meera Agarwal","Production Planning",1,1
"Siddharth Thakur","Production Planning",1,1
"Ritesh Khanna","Production Planning",0,1
"Nikhil Mehta","Production Planning",1,1
"Manav Pandey","Production Planning",0,1
"Ritesh Choudhary","Production Planning",1,1
"Krishna Menon","Production Planning",1,1
"Rohan Pandey","Production Planning",1,1
"Rohan Dubey","Production Planning",1,1
"Varun Jain","Production Planning",1,1
"Vivaan Bansal","Production Planning",0,1
"Pooja Reddy","Production Planning",1,1
"Nikhil Iyer","Production Planning",1,1
"Ishaan Jain","Production Planning",0,1
"Yash Reddy","Production Planning",0,1
"Diya Rao","Production Planning",1,1
"Deepak Verma","Production Planning",1,1
"Rahul Thakur","Production Planning",0,1
"Diya Ghosh","Production Planning",1,1
"Sai Nair","Production Planning",1,1
"Sneha Bansal","Production Planning",1,1
"Kunal Pandey","Production Planning",1,1
"Sneha Rao","Production Planning",1,1
"Yash Thakur","Production Planning",1,1
"Harsh Bansal","Production Planning",2,2
"Sai Iyer","Production Planning",1,1
"Deepak Menon","Production Planning",0,1
"Mohit Menon","Production Planning",1,1
"Aditya Patel","Production Planning",0,1
"Priya Patel","Production Planning",1,1
"Neha Bansal","Production Planning",0,1
"Vivaan Joshi","Production Planning",1,1
"Tanmay Jain","Production Planning",1,1
"Aarav Jain","Production Planning",1,1
"Kunal Dubey","Production Planning",0,1
"Yash Das","Production Planning",1,1
"Om Mehta","Production Planning",0,1
"Harsh Menon","Production Planning",1,1
"Priya Sinha","Production Planning",1,1
"Arjun Pandey","Production Planning",1,1
"Tanmay Joshi","Production Planning",1,1
"Ritesh Iyer","Production Planning",1,1
"Ananya Dubey","Production Planning",2,2
"Harsh Agarwal","Production Planning",1,1
"Aman Jain","Production Planning",0,1
"Arjun Bansal","Production Planning",1,1
"Rohan Sharma","Production Planning",1,1
"Aditi Thakur","Production Planning",1,1
"Siddharth Verma","Production Planning",0,1
"Harsh Sinha","Production Planning",1,1
"Neha Kapoor","Production Planning",1,1
"Krishna Pandey","Production Planning",1,1
"Aarav Pandey","Production Planning",0,1
"Aditi Khanna","Production Planning",1,1
"Dev Sharma","Production Planning",1,1
"Aarav Thakur","Production Planning",1,1
"Rohan Patel","Production Planning",1,1
"Deepak Agarwal","Substation Engineering",1,1
"Deepak Iyer","Substation Engineering",1,1
"Tanmay Bansal","Substation Engineering",1,1
"Kunal Das","Substation Engineering",1,1
"Vivaan Reddy","Substation Engineering",1,2
"Ritesh Rao","Substation Engineering",1,2
"Aditya Mehta","Substation Engineering",2,2
"Yash Sinha","Substation Engineering",1,1
"Manav Menon","Substation Engineering",3,3
"Pooja Patel","Substation Engineering",1,1
"Meera Patel","Substation Engineering",1,2
"Arjun Gupta","Substation Engineering",1,1
"Aditya Choudhary","Substation Engineering",1,2
"Siddharth Das","Substation Engineering",1,1
"Om Ghosh","Substation Engineering",1,1
"Ritesh Khanna","Substation Engineering",1,1
"Krishna Choudhary","Substation Engineering",1,1
"Ritika Menon","Substation Engineering",2,2
"Varun Sharma","Substation Engineering",1,1
"Kunal Bansal","Substation Engineering",5,5
"Om Patel","Substation Engineering",0,1
"Om Joshi","Substation Engineering",1,1
"Meera Choudhary","Substation Engineering",1,1
"Aditi Pandey","Substation Engineering",1,1
"Pooja Sharma","Substation Engineering",2,2
"Kunal Kapoor","Substation Engineering",1,1
"Diya Agarwal","Substation Engineering",1,1
"Harsh Choudhary","Substation Engineering",1,1
"Nikhil Nair","Substation Engineering",0,2
"Tanmay Menon","Substation Engineering",1,1
"Meera Gupta","Substation Engineering",1,1
"Kunal Verma","Substation Engineering",2,2
"Meera Joshi","Substation Engineering",1,1
"Aarav Rao","Substation Engineering",2,2
"Ishaan Dubey","Substation Engineering",1,1
"Om Verma","Substation Engineering",1,1
"Varun Joshi","Substation Engineering",1,1
"Ritika Rao","Substation Engineering",1,1
"Siddharth Menon","Substation Engineering",0,1
"Ritesh Sharma","Substation Engineering",1,1
"Rahul Gupta","Substation Engineering",1,1
"Aarav Jain","Substation Engineering",1,1
"Dev Verma","Substation Engineering",1,1
"Aditi Dubey","Substation Engineering",2,2
"Ananya Gupta","Substation Engineering",1,1
"Dev Sharma","Substation Engineering",1,1
"Manav Rao","Substation Engineering",2,2
"Kavya Joshi","Substation Engineering",1,1
"Aditya Khanna","Substation Engineering",1,1
"Varun Menon","Substation Engineering",1,1
"Ritesh Patel","Substation Engineering",1,1
"Manav Choudhary","Substation Engineering",1,1
"Vivaan Patel","Substation Engineering",1,1
"Kavya Pandey","Substation Engineering",3,3
"Ishaan Thakur","Substation Engineering",2,2
"Neha Jain","Substation Engineering",2,2
"Om Jain","Substation Engineering",1,2
"Ritesh Nair","Substation Engineering",0,1
"Ananya Mehta","Substation Engineering",1,1
"Manav Sinha","Substation Engineering",1,1
"Siddharth Mehta","Substation Engineering",1,1
"Ananya Khanna","Substation Engineering",1,1
"Dev Kapoor","Substation Engineering",0,1
"Rahul Choudhary","Substation Engineering",1,1
"Diya Sharma","Substation Engineering",2,3
"Siddharth Dubey","Substation Engineering",1,1
"Rohan Nair","Substation Engineering",1,1
"Rohan Jain","Substation Engineering",2,2
"Ananya Jain","Substation Engineering",1,1
"Dev Khanna","Substation Engineering",1,1
"Nikhil Jain","Substation Engineering",1,1
"Aditya Reddy","Substation Engineering",0,1
"Sneha Thakur","Substation Engineering",1,1
"Rahul Reddy","Substation Engineering",1,1
"Harsh Jain","Substation Engineering",1,1
"Aditi Verma","Substation Engineering",1,2
"Pooja Mehta","Substation Engineering",1,1
"Kavya Patel","Substation Engineering",1,1
"Harsh Sharma","Substation Engineering",0,1
"Deepak Jain","Substation Engineering",1,1
"Sneha Verma","Substation Engineering",1,1
"Ritesh Thakur","Substation Engineering",1,1
"Dev Gupta","Substation Engineering",2,2
"Dev Menon","Substation Engineering",1,1
"Kunal Choudhary","Substation Engineering",2,2
"Siddharth Verma","Substation Engineering",1,1
"Harsh Sinha","Substation Engineering",0,1
"Nikhil Ghosh","Substation Engineering",1,1
"Kunal Joshi","Substation Engineering",1,1
"Kunal Nair","Substation Engineering",1,1
"Kunal Sinha","Substation Engineering",1,2
"Ritika Jain","Substation Engineering",0,1
"Rahul Khanna","Substation Engineering",0,1
"Siddharth Bansal","Substation Engineering",0,1
"Kunal Dubey","Substation Engineering",1,1
"Vivaan Mehta","Substation Engineering",1,1
"Meera Agarwal","Substation Engineering",1,1
"Manav Verma","Substation Engineering",0,1
"Vivaan Rao","Substation Engineering",1,1
"Tanmay Dubey","Substation Engineering",0,1
"Tanmay Khanna","Substation Engineering",1,1
"Om Sharma","Substation Engineering",1,1
"Siddharth Thakur","Substation Engineering",1,1
"Nikhil Iyer","Substation Engineering",1,1
"Mohit Thakur","Substation Engineering",1,2
"Yash Thakur","Substation Engineering",0,1
"Mohit Sharma","Substation Engineering",2,2
"Mohit Gupta","Substation Engineering",1,1
"Priya Choudhary","Substation Engineering",1,1
"Rahul Mehta","Substation Engineering",1,1
"Aditya Thakur","Substation Engineering",1,1
"Aditi Choudhary","Substation Engineering",0,1
"Manav Bansal","Substation Engineering",0,1
"Kavya Sharma","Substation Engineering",1,1
"Priya Nair","Substation Engineering",1,1
"Yash Mehta","Substation Engineering",1,1
"Tanmay Pandey","Substation Engineering",0,1
"Manav Thakur","Substation Engineering",0,1
"Diya Verma","Substation Engineering",1,1
"Varun Gupta","Substation Engineering",1,1
"Aditya Agarwal","Substation Engineering",2,2
"Mohit Verma","Substation Engineering",2,2
"Kavya Das","Substation Engineering",1,1
"Vivaan Agarwal","Substation Engineering",1,1
"Vivaan Khanna","Substation Engineering",1,1
"Ishaan Sinha","Substation Engineering",1,1
"Sneha Dubey","Substation Engineering",0,1
"Sai Iyer","Substation Engineering",1,1
"Manav Dubey","Substation Engineering",0,1
"Aarav Iyer","Substation Engineering",1,1
"Rohan Choudhary","Substation Engineering",1,1
"Pooja Jain","Substation Engineering",0,1
"Pooja Menon","Substation Engineering",1,1
"Rohan Pandey","Substation Engineering",1,1
"Aditya Patel","Substation Engineering",0,1
"Dev Nair","Substation Engineering",1,1
"Neha Bansal","Substation Engineering",0,1
"Ritesh Choudhary","Substation Engineering",1,1
"Tanmay Jain","Substation Engineering",1,1
"Sneha Jain","Substation Engineering",1,1
"Yash Das","Substation Engineering",1,1
"Yash Reddy","Automation Engineering",1,1
"Tanmay Thakur","Automation Engineering",1,2
"Aman Joshi","Automation Engineering",1,1
"Deepak Thakur","Automation Engineering",1,1
"Aarav Nair","Automation Engineering",1,2
"Ishaan Iyer","Automation Engineering",1,1
"Om Kapoor","Automation Engineering",1,1
"Aman Ghosh","Automation Engineering",0,1
"Ishaan Nair","Automation Engineering",1,1
"Kavya Mehta","Automation Engineering",0,1
"Ananya Choudhary","Automation Engineering",1,1
"Aditya Sharma","Automation Engineering",0,1
"Rahul Nair","Automation Engineering",2,2
"Rohan Choudhary","Automation Engineering",1,2
"Arjun Menon","Automation Engineering",1,1
"Diya Mehta","Automation Engineering",1,1
"Ritesh Sharma","Automation Engineering",2,2
"Ishaan Reddy","Automation Engineering",0,1
"Aditi Pandey","Automation Engineering",0,1
"Aditi Choudhary","Automation Engineering",1,1
"Harsh Choudhary","Automation Engineering",1,1
"Arjun Das","Automation Engineering",1,1
"Yash Patel","Automation Engineering",1,1
"Arjun Khanna","Automation Engineering",2,2
"Dev Reddy","Automation Engineering",2,2
"Sai Das","Automation Engineering",1,1
"Rohan Iyer","Automation Engineering",0,1
"Pooja Agarwal","Automation Engineering",1,1
"Manav Dubey","Automation Engineering",1,1
"Kunal Das","Automation Engineering",1,2
"Ishaan Mehta","Automation Engineering",1,1
"Arjun Jain","Automation Engineering",1,1
"Ritesh Dubey","Automation Engineering",1,2
"Dev Ghosh","Automation Engineering",0,1
"Nikhil Menon","Automation Engineering",1,1
"Ritesh Choudhary","Automation Engineering",0,1
"Aditi Verma","Automation Engineering",1,1
"Nikhil Choudhary","Automation Engineering",1,1
"Manav Ghosh","Automation Engineering",1,2
"Aditi Dubey","Automation Engineering",1,2
"Harsh Patel","Automation Engineering",1,1
"Ritesh Gupta","Automation Engineering",1,1
"Aman Choudhary","Automation Engineering",1,2
"Ritesh Verma","Automation Engineering",2,2
"Deepak Nair","Automation Engineering",1,1
"Priya Jain","Automation Engineering",0,2
"Kavya Reddy","Automation Engineering",1,1
"Arjun Sinha","Automation Engineering",1,1
"Rohan Rao","Automation Engineering",2,2
"Ritesh Rao","Automation Engineering",1,1
"Pooja Pandey","Automation Engineering",1,1
"Om Reddy","Automation Engineering",1,1
"Siddharth Jain","Automation Engineering",2,2
"Harsh Sharma","Automation Engineering",1,1
"Aditya Patel","Automation Engineering",1,1
"Nikhil Joshi","Automation Engineering",1,1
"Mohit Pandey","Automation Engineering",1,1
"Arjun Nair","Automation Engineering",1,1
"Yash Sharma","Automation Engineering",1,1
"Deepak Iyer","Automation Engineering",1,1
"Meera Verma","Automation Engineering",1,1
"Manav Mehta","Automation Engineering",1,1
"Tanmay Jain","Automation Engineering",0,1
"Pooja Dubey","Automation Engineering",2,2
"Diya Dubey","Automation Engineering",1,1
"Yash Jain","Automation Engineering",1,1
"Sai Choudhary","Automation Engineering",1,1
"Deepak Das","Automation Engineering",1,1
"Siddharth Verma","Automation Engineering",1,1
"Arjun Joshi","Automation Engineering",1,1
"Priya Gupta","Automation Engineering",2,2
"Kunal Ghosh","Automation Engineering",1,1
"Aman Agarwal","Automation Engineering",1,1
"Ananya Mehta","Automation Engineering",1,1
"Aman Nair","Automation Engineering",1,1
"Dev Menon","Automation Engineering",1,1
"Aditya Jain","Automation Engineering",1,1
"Aarav Khanna","Automation Engineering",1,1
"Arjun Iyer","Automation Engineering",0,1
"Harsh Nair","Automation Engineering",1,1
"Ritesh Agarwal","Automation Engineering",1,1
"Meera Gupta","Automation Engineering",1,1
"Pooja Gupta","Automation Engineering",1,1
"Vivaan Rao","Automation Engineering",0,1
"Siddharth Joshi","Automation Engineering",2,2
"Dev Mehta","Automation Engineering",1,1
"Mohit Jain","Automation Engineering",1,2
"Neha Reddy","Automation Engineering",1,2
"Aarav Mehta","Automation Engineering",0,1
"Diya Pandey","Automation Engineering",0,1
"Diya Verma","Automation Engineering",2,2
"Harsh Menon","Automation Engineering",1,1
"Sneha Jain","Automation Engineering",1,1
"Ritika Khanna","Automation Engineering",1,1
"Aman Khanna","Automation Engineering",0,1
"Vivaan Das","Automation Engineering",1,1
"Rahul Gupta","Automation Engineering",1,2
"Ananya Nair","Automation Engineering",1,1
"Om Menon","Automation Engineering",0,1
"Yash Iyer","Automation Engineering",1,1
"Varun Rao","Automation Engineering",2,2
"Rohan Dubey","Automation Engineering",0,1
"Vivaan Sinha","Automation Engineering",1,1
"Sai Gupta","Automation Engineering",1,1
"Dev Sharma","Automation Engineering",1,1
"Aditya Nair","Automation Engineering",1,1
"Om Thakur","Automation Engineering",2,2
"Priya Rao","Automation Engineering",1,1
"Rohan Kapoor","Automation Engineering",1,1
"Aman Patel","Automation Engineering",2,2
"Vivaan Kapoor","Automation Engineering",1,1
"Sneha Patel","Automation Engineering",1,1
"Manav Agarwal","Automation Engineering",1,1
"Dev Joshi","Automation Engineering",1,1
"Ishaan Khanna","Automation Engineering",1,1
"Harsh Khanna","Automation Engineering",1,1
"Siddharth Menon","Automation Engineering",1,1
"Arjun Ghosh","Automation Engineering",0,1
"Krishna Bansal","Automation Engineering",1,1
"Kavya Choudhary","Automation Engineering",1,1
"Ananya Dubey","Automation Engineering",1,1
"Sneha Verma","Automation Engineering",1,1
"Manav Das","Automation Engineering",1,1
"Krishna Verma","Automation Engineering",1,1
"Pooja Bansal","Automation Engineering",2,2
"Manav Thakur","Automation Engineering",2,2
"Varun Kapoor","Automation Engineering",1,1
"Arjun Choudhary","Automation Engineering",0,1
"Varun Mehta","Automation Engineering",1,1
"Aditi Rao","Automation Engineering",1,1
"Rahul Gupta","Satellite Communication",2,2
"Vivaan Thakur","Satellite Communication",2,2
"Dev Sharma","Satellite Communication",0,1
"Ritika Choudhary","Satellite Communication",1,1
"Aditi Sharma","Satellite Communication",1,2
"Diya Gupta","Satellite Communication",1,1
"Dev Verma","Satellite Communication",2,3
"Ananya Bansal","Satellite Communication",1,1
"Vivaan Iyer","Satellite Communication",2,2
"Kavya Rao","Satellite Communication",1,1
"Kavya Reddy","Satellite Communication",1,1
"Siddharth Mehta","Satellite Communication",1,2
"Yash Pandey","Satellite Communication",0,1
"Om Choudhary","Satellite Communication",0,1
"Meera Ghosh","Satellite Communication",1,1
"Rohan Rao","Satellite Communication",1,1
"Priya Das","Satellite Communication",1,1
"Om Ghosh","Satellite Communication",1,1
"Aarav Kapoor","Satellite Communication",1,1
"Aarav Nair","Satellite Communication",1,1
"Aditi Rao","Satellite Communication",2,2
"Kavya Verma","Satellite Communication",1,1
"Varun Menon","Satellite Communication",3,3
"Aman Menon","Satellite Communication",1,1
"Ishaan Khanna","Satellite Communication",1,1
"Siddharth Nair","Satellite Communication",2,2
"Tanmay Gupta","Satellite Communication",1,1
"Kavya Agarwal","Satellite Communication",1,1
"Aman Ghosh","Satellite Communication",0,1
"Dev Nair","Satellite Communication",2,2
"Vivaan Choudhary","Satellite Communication",1,1
"Dev Rao","Satellite Communication",0,1
"Siddharth Kapoor","Satellite Communication",3,3
"Rohan Choudhary","Satellite Communication",1,2
"Arjun Choudhary","Satellite Communication",1,1
"Rohan Patel","Satellite Communication",2,2
"Ananya Dubey","Satellite Communication",1,1
"Kunal Kapoor","Satellite Communication",1,1
"Arjun Joshi","Satellite Communication",1,1
"Kavya Das","Satellite Communication",1,1
"Aman Kapoor","Satellite Communication",0,1
"Rohan Pandey","Satellite Communication",1,1
"Ritesh Dubey","Satellite Communication",1,1
"Ananya Jain","Satellite Communication",1,1
"Om Kapoor","Satellite Communication",1,1
"Priya Sharma","Satellite Communication",0,1
"Neha Choudhary","Satellite Communication",1,1
"Neha Patel","Satellite Communication",1,1
"Meera Thakur","Satellite Communication",1,1
"Harsh Das","Satellite Communication",1,1
"Sneha Kapoor","Satellite Communication",2,2
"Harsh Pandey","Satellite Communication",0,1
"Kunal Choudhary","Satellite Communication",1,1
"Kunal Rao","Satellite Communication",1,1
"Priya Verma","Satellite Communication",0,1
"Meera Reddy","Satellite Communication",1,2
"Aarav Agarwal","Satellite Communication",1,1
"Arjun Khanna","Satellite Communication",0,1
"Neha Thakur","Satellite Communication",0,1
"Vivaan Nair","Satellite Communication",1,2
"Yash Mehta","Satellite Communication",0,1
"Yash Reddy","Satellite Communication",2,2
"Tanmay Thakur","Satellite Communication",1,2
"Sai Menon","Satellite Communication",1,1
"Aarav Jain","Satellite Communication",1,1
"Nikhil Nair","Satellite Communication",0,1
"Rahul Pandey","Satellite Communication",1,1
"Aman Sharma","Satellite Communication",3,3
"Ishaan Patel","Satellite Communication",1,1
"Pooja Menon","Satellite Communication",1,1
"Sneha Reddy","Satellite Communication",2,2
"Kavya Sharma","Satellite Communication",1,1
"Kavya Mehta","Satellite Communication",0,1
"Rahul Jain","Satellite Communication",0,1
"Aman Mehta","Satellite Communication",1,1
"Manav Dubey","Satellite Communication",2,2
"Nikhil Pandey","Satellite Communication",1,1
"Diya Verma","Satellite Communication",1,1
"Dev Khanna","Satellite Communication",1,1
"Aditya Khanna","Satellite Communication",1,1
"Diya Thakur","Satellite Communication",1,1
"Meera Mehta","Satellite Communication",0,1
"Sneha Joshi","Satellite Communication",1,1
"Siddharth Dubey","Satellite Communication",1,1
"Deepak Ghosh","Satellite Communication",2,2
"Aman Khanna","Satellite Communication",0,1
"Yash Khanna","Satellite Communication",1,1
"Ritika Dubey","Satellite Communication",0,1
"Nikhil Dubey","Satellite Communication",0,1
"Ishaan Rao","Satellite Communication",1,1
"Yash Choudhary","Satellite Communication",1,1
"Aditya Reddy","Satellite Communication",1,1
"Pooja Patel","Satellite Communication",1,1
"Ishaan Menon","Satellite Communication",1,1
"Pooja Gupta","Satellite Communication",1,1
"Harsh Kapoor","Satellite Communication",1,1
"Varun Iyer","Satellite Communication",1,1
"Arjun Rao","Satellite Communication",1,1
"Varun Pandey","Satellite Communication",1,1
"Ananya Nair","Satellite Communication",0,1
"Sai Ghosh","Satellite Communication",2,2
"Ananya Reddy","Satellite Communication",1,1
"Varun Agarwal","Satellite Communication",0,1
"Kunal Iyer","Satellite Communication",1,1
"Dev Pandey","Satellite Communication",3,3
"Mohit Nair","Satellite Communication",1,1
"Aarav Rao","Satellite Communication",1,1
"Mohit Gupta","Satellite Communication",2,2
"Meera Khanna","Satellite Communication",1,1
"Priya Iyer","Satellite Communication",0,1
"Meera Das","Satellite Communication",1,1
"Ishaan Choudhary","Satellite Communication",1,1
"Dev Ghosh","Satellite Communication",1,1
"Rahul Ghosh","Satellite Communication",0,1
"Aditi Pandey","Satellite Communication",0,1
"Aman Jain","Satellite Communication",1,1
"Om Das","Satellite Communication",1,1
"Varun Joshi","Satellite Communication",1,1
"Aditi Kapoor","Satellite Communication",1,1
"Rahul Agarwal","Satellite Communication",1,1
"Yash Das","Satellite Communication",0,1
"Krishna Iyer","Satellite Communication",1,1
"Pooja Pandey","Satellite Communication",1,1
"Krishna Nair","Satellite Communication",1,1
"Deepak Patel","Satellite Communication",0,1
"Deepak Iyer","Satellite Communication",1,1
"Yash Rao","Satellite Communication",0,1
"Meera Nair","Satellite Communication",1,1
"Rohan Choudhary","Data Governance",1,1
"Sai Agarwal","Data Governance",2,2
"Aman Jain","Data Governance",1,1
"Kunal Choudhary","Data Governance",1,1
"Ananya Dubey","Data Governance",1,1
"Aditya Choudhary","Data Governance",0,1
"Sai Jain","Data Governance",1,1
"Kavya Jain","Data Governance",2,2
"Neha Das","Data Governance",1,1
"Krishna Bansal","Data Governance",1,1
"Harsh Khanna","Data Governance",1,1
"Dev Verma","Data Governance",4,4
"Krishna Kapoor","Data Governance",1,1
"Arjun Nair","Data Governance",2,2
"Aarav Reddy","Data Governance",1,1
"Manav Patel","Data Governance",1,2
"Sai Ghosh","Data Governance",1,1
"Krishna Agarwal","Data Governance",1,1
"Kavya Das","Data Governance",0,1
"Meera Das","Data Governance",1,1
"Harsh Gupta","Data Governance",1,1
"Aman Sinha","Data Governance",2,2
"Kunal Patel","Data Governance",1,1
"Aditi Joshi","Data Governance",1,1
"Ishaan Rao","Data Governance",2,3
"Nikhil Ghosh","Data Governance",1,1
"Dev Gupta","Data Governance",2,2
"Aarav Bansal","Data Governance",1,1
"Neha Sharma","Data Governance",2,2
"Arjun Agarwal","Data Governance",0,1
"Sai Joshi","Data Governance",0,1
"Aman Agarwal","Data Governance",1,1
"Krishna Verma","Data Governance",1,1
"Sneha Nair","Data Governance",2,2
"Ishaan Verma","Data Governance",0,1
"Om Choudhary","Data Governance",1,1
"Siddharth Ghosh","Data Governance",1,2
"Om Iyer","Data Governance",1,2
"Ritika Pandey","Data Governance",2,2
"Varun Sinha","Data Governance",2,2
"Yash Sinha","Data Governance",0,1
"Ritika Patel","Data Governance",1,3
"Meera Gupta","Data Governance",1,1
"Siddharth Dubey","Data Governance",1,2
"Siddharth Joshi","Data Governance",2,2
"Mohit Agarwal","Data Governance",1,2
"Deepak Agarwal","Data Governance",1,1
"Ritesh Joshi","Data Governance",0,1
"Varun Sharma","Data Governance",1,1
"Ishaan Sharma","Data Governance",2,2
"Diya Rao","Data Governance",1,1
"Dev Dubey","Data Governance",1,1
"Dev Sharma","Data Governance",0,1
"Neha Ghosh","Data Governance",0,1
"Kunal Nair","Data Governance",1,1
"Ananya Sharma","Data Governance",3,3
"Vivaan Gupta","Data Governance",0,1
"Mohit Mehta","Data Governance",1,1
"Yash Das","Data Governance",1,1
"Tanmay Reddy","Data Governance",1,1
"Ananya Verma","Data Governance",1,1
"Sai Menon","Data Governance",0,1
"Priya Choudhary","Data Governance",1,1
"Manav Mehta","Data Governance",1,1
"Aman Sharma","Data Governance",4,4
"Ritika Agarwal","Data Governance",1,1
"Priya Das","Data Governance",0,1
"Arjun Sharma","Data Governance",1,1
"Deepak Verma","Data Governance",1,1
"Ritesh Patel","Data Governance",0,1
"Ritesh Rao","Data Governance",1,1
"Deepak Mehta","Data Governance",1,1
"Tanmay Menon","Data Governance",2,2
"Siddharth Pandey","Data Governance",2,2
"Kunal Dubey","Data Governance",1,1
"Om Rao","Data Governance",2,2
"Sai Dubey","Data Governance",1,1
"Yash Verma","Data Governance",0,1
"Tanmay Verma","Data Governance",1,1
"Diya Joshi","Data Governance",1,1
"Aarav Gupta","Data Governance",1,1
"Rahul Ghosh","Data Governance",2,2
"Harsh Dubey","Data Governance",0,1
"Neha Iyer","Data Governance",1,1
"Ananya Thakur","Data Governance",1,1
"Sneha Choudhary","Data Governance",1,1
"Om Thakur","Data Governance",1,1
"Rohan Thakur","Data Governance",0,1
"Vivaan Patel","Data Governance",1,1
"Vivaan Menon","Data Governance",1,2
"Arjun Iyer","Data Governance",1,1
"Diya Khanna","Data Governance",1,1
"Priya Joshi","Data Governance",1,1
"Yash Choudhary","Data Governance",1,1
"Manav Das","Data Governance",1,1
"Meera Nair","Data Governance",1,1
"Pooja Das","Data Governance",0,1
"Deepak Patel","Data Governance",1,1
"Aman Iyer","Data Governance",1,1
"Neha Nair","Data Governance",3,3
"Ishaan Jain","Data Governance",1,1
"Mohit Khanna","Data Governance",0,1
"Om Mehta","Data Governance",1,1
"Priya Rao","Data Governance",1,1
"Ananya Choudhary","Data Governance",1,1
"Sneha Reddy","Data Governance",1,1
"Tanmay Sharma","Data Governance",0,1
"Aditi Verma","Data Governance",1,1
"Kavya Sinha","Data Governance",1,1
"Pooja Verma","Data Governance",1,1
"Aman Patel","Data Governance",1,1
"Pooja Bansal","Data Governance",0,2
"Diya Reddy","Data Governance",1,1
"Arjun Dubey","Data Governance",1,1
"Rahul Agarwal","Data Governance",0,1
"Rohan Patel","Data Governance",1,1
"Om Kapoor","Data Governance",1,1
"Aarav Rao","Data Governance",0,1
"Varun Choudhary","Data Governance",0,1
"Siddharth Kapoor","Data Governance",0,1
"Diya Choudhary","Data Governance",1,1
"Manav Gupta","Data Governance",1,1
"Sneha Gupta","Data Governance",1,1
"Meera Agarwal","Data Governance",0,1
"Ritika Iyer","Data Governance",1,1
"Pooja Jain","Data Governance",0,1
"Ananya Joshi","Data Governance",1,1
"Arjun Joshi","Data Governance",1,1
"Ananya Das","Data Governance",1,1
"Sai Verma","Data Governance",1,1
"Ananya Rao","Data Governance",1,1
"Aarav Kapoor","Data Governance",0,1
"Manav Thakur","Data Governance",1,1
"Pooja Patel","Data Governance",0,1
"Varun Nair","Data Governance",1,1
"Aman Agarwal","VLSI Design",1,2
"Priya Verma","VLSI Design",1,1
"Rohan Ghosh","VLSI Design",0,1
"Neha Choudhary","VLSI Design",1,1
"Manav Ghosh","VLSI Design",1,1
"Ishaan Jain","VLSI Design",1,1
"Ritesh Dubey","VLSI Design",1,1
"Kavya Sinha","VLSI Design",0,1
"Aditi Ghosh","VLSI Design",3,3
"Rohan Thakur","VLSI Design",1,1
"Ritika Dubey","VLSI Design",2,2
"Mohit Gupta","VLSI Design",0,1
"Pooja Sharma","VLSI Design",2,2
"Rohan Bansal","VLSI Design",0,1
"Varun Nair","VLSI Design",2,2
"Neha Bansal","VLSI Design",1,1
"Siddharth Nair","VLSI Design",1,1
"Aditi Sinha","VLSI Design",2,2
"Nikhil Patel","VLSI Design",1,1
"Meera Mehta","VLSI Design",2,2
"Siddharth Pandey","VLSI Design",0,1
"Priya Sinha","VLSI Design",1,1
"Diya Pandey","VLSI Design",1,1
"Ishaan Mehta","VLSI Design",2,2
"Neha Mehta","VLSI Design",0,1
"Siddharth Gupta","VLSI Design",2,2
"Sneha Kapoor","VLSI Design",1,1
"Manav Khanna","VLSI Design",1,2
"Rahul Bansal","VLSI Design",1,1
"Arjun Bansal","VLSI Design",1,1
"Varun Kapoor","VLSI Design",1,1
"Priya Rao","VLSI Design",0,1
"Ritika Gupta","VLSI Design",1,1
"Kunal Jain","VLSI Design",1,1
"Ritesh Sharma","VLSI Design",0,1
"Ritesh Nair","VLSI Design",1,1
"Diya Ghosh","VLSI Design",1,1
"Aditi Gupta","VLSI Design",2,2
"Aditya Kapoor","VLSI Design",1,1
